Trace number,FFID,Correction P,Correction S,Pick P,Pick S,Deformation sample,Density,P vel,S vel,YM sample,Total deformation,Total P vel,Total S vel,Total YM,Poissons ratio,CP
1,0,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069844,3519.549316,2484.306885,65.348404,nan,10
2,1,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069834,3527.856445,2490.321777,65.649384,nan,10
3,2,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069824,3537.362061,2495.664063,66.074867,nan,10
4,3,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069814,3548.365967,2502.466064,66.536705,nan,10
5,4,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069804,3552.17627,2507.849854,66.538734,nan,10
6,5,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069794,3558.914063,2511.823975,66.832466,nan,10
7,6,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069784,3568.595703,2520.172119,67.116821,nan,10
8,7,15.437025,30.213911,0.00002,0.000028,0,2628.5,0,0,nan,0.069774,3569.539795,2524.914063,66.936546,nan,10
9,8,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069764,3580.763184,2529.686523,67.526482,nan,10
10,9,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069754,3590.55957,2537.413086,67.853615,nan,10
11,10,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069744,3597.457764,2542.973389,68.078003,nan,10
12,11,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069734,3599.909912,2549.299072,67.924309,nan,10
13,12,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069724,3606.845459,2554.165527,68.188721,nan,10
14,13,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069714,3613.79834,2562.052734,68.290977,nan,10
15,14,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069704,3617.77832,2565.455078,68.409821,nan,10
16,15,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069694,3624.795166,2568.876465,68.7603,nan,10
17,16,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069684,3631.835938,2569.269043,69.277626,nan,10
18,17,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069674,3640.421387,2570.416016,69.871559,nan,10
19,18,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069664,3644.466309,2572.323242,70.077911,nan,10
20,19,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069654,3654.650879,2573.474854,70.79332,nan,10
21,20,15.437025,30.213911,0.000019,0.000027,0.069722,2628.5,3664.387695,2576.760254,71.36097,0.069644,3660.279297,2573.871094,71.201057,0.010927,10
22,21,15.437025,30.213911,0.000019,0.000027,0.069715,2628.5,3668.653076,2578.793213,71.578438,0.069634,3664.37085,2575.783203,71.41143,0.011652,10
23,22,15.437025,30.213911,0.000019,0.000027,0.069708,2628.5,3674.481445,2579.303711,71.995682,0.069624,3670.035645,2576.183105,71.821564,0.014323,10
24,23,15.437025,30.213911,0.000019,0.000027,0.069702,2628.5,3680.321289,2582.868164,72.252922,0.069614,3675.695313,2579.621582,72.071396,0.014719,10
25,24,15.437025,30.213911,0.000019,0.000027,0.069695,2628.5,3686.196289,2584.918945,72.59301,0.069604,3681.393311,2581.551025,72.403954,0.016248,10
26,25,15.437025,30.213911,0.000019,0.000027,0.069688,2628.5,3687.398193,2586.202881,72.617134,0.069594,3682.416504,2582.70874,72.421059,0.015924,10
27,26,15.437025,30.213911,0.000019,0.000027,0.069681,2628.5,3691.734619,2588.260986,72.839828,0.069584,3686.575928,2584.644287,72.636398,0.016647,10
28,27,15.437025,30.213911,0.000019,0.000027,0.069675,2628.5,3697.641113,2588.007324,73.303795,0.069574,3692.298584,2584.267822,73.092133,0.019856,10
29,28,15.437025,30.213911,0.000019,0.000027,0.069668,2628.5,3703.582275,2585.458252,73.888588,0.069564,3698.062256,2581.604492,73.66851,0.024697,10
30,29,15.437025,30.213911,0.000019,0.000027,0.069661,2628.5,3706.363281,2585.198975,74.113258,0.069554,3700.677246,2581.23291,73.886032,0.026271,10
31,30,15.437025,30.213911,0.000019,0.000027,0.069654,2628.5,3712.336426,2584.189453,74.618263,0.069544,3706.468994,2580.10498,74.382584,0.029941,10
32,31,15.437025,30.213911,0.000019,0.000027,0.069647,2628.5,3715.131348,2582.397217,74.92128,0.069534,3709.07959,2578.190674,74.677391,0.032569,10
33,32,15.437025,30.213911,0.000019,0.000027,0.069641,2628.5,3719.527588,2582.142578,75.26664,0.069524,3713.303467,2577.821777,75.014954,0.034878,10
34,33,15.437025,30.213911,0.000019,0.000027,0.069634,2628.5,3722.351807,2582.661133,75.453873,0.069514,3715.952637,2578.221191,75.194672,0.035878,10
35,34,15.437025,30.213911,0.000019,0.000027,0.069627,2628.5,3726.77124,2580.113525,75.915436,0.069504,3720.193604,2575.559814,75.64769,0.039745,10
36,35,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069494,3726.027832,2577.4729,75.991287,nan,10
37,36,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069484,3728.705811,2570.249023,76.549423,nan,10
38,37,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069474,3732.972656,2569.115723,76.92408,nan,10
39,38,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069464,3730.842529,2567.234619,76.856529,nan,10
40,39,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069454,3727.097656,2560.804688,76.889069,nan,10
41,40,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069444,3724.960693,2558.925781,76.82074,nan,10
42,41,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069434,3724.427246,2554.793457,76.979767,nan,10
43,42,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069424,3722.295166,2548.425781,77.125504,nan,10
44,43,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069415,3716.999756,2539.127197,77.173767,nan,10
45,44,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069404,3718.027832,2535.772705,77.406189,nan,10
46,45,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069395,3717.507813,2535.418213,77.384529,nan,10
47,46,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069385,3716.968262,2523.983887,77.87262,nan,10
48,47,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069374,3713.238281,2522.145264,77.684708,nan,10
49,48,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069365,3711.131592,2506.484131,78.238487,nan,10
50,49,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069355,3705.857422,2504.687744,77.937584,nan,10
51,50,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069345,3713.236328,2490.639404,79.085548,nan,10
52,51,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069335,3704.770264,2479.595947,78.955872,nan,10
53,52,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069325,3702.6604,2474.287354,79.031982,nan,10
54,53,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069315,3700.539551,2468.992676,79.105492,nan,10
55,54,15.437025,30.213911,0.000019,0.000028,0,2628.5,0,0,nan,0.069305,3700.010498,2460.226807,79.43499,nan,10
96,0,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069651,3625.58252,2552.244629,69.711823,nan,20
97,1,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069641,3625.067871,2560.137451,69.253334,nan,20
98,2,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069631,3626.069824,2565.815674,69.023979,nan,20
99,3,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069621,3628.575684,2571.513428,68.906113,nan,20
100,4,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069612,3626.54834,2574.952881,68.561958,nan,20
101,5,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069602,3620.011719,2575.358887,68.03627,nan,20
102,6,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069592,3633.083252,2578.031494,68.895256,nan,20
103,7,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069582,3650.884033,2578.443359,70.23925,nan,20
104,8,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069572,3651.874023,2581.12085,70.170372,nan,20
105,9,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069562,3659.039795,2583.055664,70.615417,nan,20
106,10,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069552,3675.527832,2585.756592,71.733635,nan,20
107,11,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069542,3679.661865,2585.38208,72.069664,nan,20
108,12,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069532,3690.065186,2590.4021,72.599213,nan,20
109,13,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069522,3695.809814,2588.485596,73.139084,nan,20
110,14,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069512,3703.158447,2593.525146,73.435867,nan,20
111,15,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069502,3710.511719,2593.911865,73.977348,nan,20
112,16,15.437025,30.213911,0.000019,0.000027,0.069591,2628.5,3713.724609,2598.04248,74.006958,0.069491,3708.386963,2594.308105,73.794388,0.02074,20
113,17,15.437025,30.213911,0.000019,0.000027,0.069585,2628.5,3724.501465,2597.795166,74.843285,0.069482,3718.984863,2593.94751,74.621735,0.02631,20
114,18,15.437025,30.213911,0.000019,0.000027,0.069578,2628.5,3727.341309,2599.878662,74.952133,0.069472,3721.640869,2595.902344,74.723061,0.026237,20
115,19,15.437025,30.213911,0.000019,0.000027,0.069572,2628.5,3736.597656,2602.745117,75.510811,0.069462,3730.706543,2598.641602,75.272903,0.02877,20
116,20,15.437025,30.213911,0.000019,0.000027,0.069565,2628.5,3736.248047,2602.501709,75.496681,0.069452,3730.181152,2598.275635,75.251701,0.02877,20
117,21,15.437025,30.213911,0.000019,0.000027,0.069558,2628.5,3747.157227,2601.471436,76.381454,0.069442,3740.881836,2597.114746,76.125832,0.034775,20
118,22,15.437025,30.213911,0.000019,0.000027,0.069551,2628.5,3748.398926,2603.549561,76.37001,0.069432,3741.940918,2599.063965,76.107094,0.033935,20
119,23,15.437025,30.213911,0.000018,0.000027,0.069545,2628.5,3759.407959,2601.756592,77.298897,0.069422,3752.751709,2597.149902,77.025421,0.040391,20
120,24,15.437025,30.213911,0.000019,0.000027,0.069539,2628.5,3752.560791,2602.289551,76.751213,0.069412,3745.735352,2597.556396,76.472267,0.036792,20
121,25,15.437025,30.213911,0.000019,0.000027,0.069532,2628.5,3752.19043,2602.032715,76.736069,0.069402,3745.180908,2597.171875,76.449631,0.036792,20
122,26,15.437025,30.213911,0.000019,0.000027,0.069525,2628.5,3751.8479,2601.016357,76.761559,0.069392,3744.659424,2596.032715,76.467705,0.037326,20
123,27,15.437025,30.213911,0.000019,0.000027,0.069518,2628.5,3748.237061,2601.5354,76.460419,0.069382,3740.862305,2596.416992,76.159828,0.035248,20
124,28,15.437025,30.213911,0.000019,0.000027,0.069512,2628.5,3746.263184,2599.72998,76.402054,0.069372,3738.709717,2594.488281,76.094269,0.035549,20
125,29,15.437025,30.213911,0.000019,0.000027,0.069505,2628.5,3749.13623,2600.258301,76.593765,0.069362,3741.412354,2594.901367,76.278488,0.036557,20
126,30,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069352,3737.632324,2590.640381,76.20726,nan,20
127,31,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069343,3737.137695,2593.397461,76.030289,nan,20
128,32,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069332,3733.350342,2589.904053,75.920067,nan,20
129,33,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069322,3731.199707,2587.980225,75.854454,nan,20
130,34,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069312,3730.668945,2586.839355,75.871887,nan,20
131,35,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069302,3730.115479,2582.600098,76.043167,nan,20
132,36,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069292,3727.979736,2580.694092,75.977493,nan,20
133,37,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069282,3730.639893,2579.543945,76.235306,nan,20
134,38,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069272,3734.935303,2576.873779,76.690666,nan,20
135,39,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069262,3737.614502,2575.730957,76.948029,nan,20
136,40,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069252,3738.689453,2572.298828,77.196526,nan,20
137,41,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069242,3742.997314,2572.689941,77.499825,nan,20
138,42,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069231,3745.666992,2568.481201,77.902733,nan,20
139,43,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069221,3749.998535,2567.350098,78.279831,nan,20
140,44,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069211,3752.710938,2565.458008,78.571915,nan,20
141,45,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069201,3755.432373,2563.570801,78.863602,nan,20
142,46,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069191,3758.140869,2560.915283,79.189583,nan,20
143,47,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069182,3757.631592,2555.272217,79.415443,nan,20
144,48,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069172,3763.636475,2547.379883,80.221306,nan,20
157,0,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069593,3591.151123,2601.981445,64.231293,nan,30
158,1,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069583,3602.56543,2607.871338,64.78466,nan,30
159,2,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069573,3608.006348,2609.830566,65.100212,nan,30
160,3,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069563,3617.988037,2607.88501,66.010468,nan,30
161,4,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069553,3621.999756,2612.218994,66.071053,nan,30
162,5,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069543,3627.523926,2614.199707,66.392159,nan,30
163,6,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069533,3628.526611,2616.97876,66.306244,nan,30
164,7,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069523,3641.677979,2619.750488,67.187622,nan,30
165,8,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069513,3648.8125,2617.017334,67.913704,nan,30
166,9,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069503,3654.406006,2618.992432,68.240852,nan,30
167,10,15.437025,30.213911,0.000019,0.000027,0,2628.5,0,0,nan,0.069493,3660.02417,2621.766846,68.52372,nan,30
168,11,15.437025,30.213911,0.000019,0.000026,0,2628.5,0,0,nan,0.069483,3667.22168,2622.971924,69.022743,nan,30
169,12,15.437025,30.213911,0.000019,0.000026,0,2628.5,0,0,nan,0.069473,3676.015381,2624.185547,69.646805,nan,30
170,13,15.437025,30.213911,0.000019,0.000026,0.069558,2628.5,3683.652832,2628.205566,70.018715,0.069463,3678.588379,2624.592041,69.826324,-0.018436,30
171,14,15.437025,30.213911,0.000019,0.000026,0.069551,2628.5,3691.105225,2631.921875,70.394112,0.069453,3685.870117,2628.188965,70.19458,-0.017154,30
172,15,15.437025,30.213911,0.000019,0.000026,0.069544,2628.5,3698.585938,2632.45459,70.953934,0.069443,3693.170898,2628.600342,70.74633,-0.013341,30
173,16,15.437025,30.213911,0.000019,0.000026,0.069538,2628.5,3707.691406,2632.99585,71.640236,0.069433,3702.095215,2629.021729,71.424141,-0.008685,30
174,17,15.437025,30.213911,0.000019,0.000026,0.069531,2628.5,3713.658936,2635.128418,71.989578,0.069423,3707.884521,2631.031006,71.765877,-0.007049,30
175,18,15.437025,30.213911,0.000019,0.000026,0.069524,2628.5,3718.067871,2638.875977,72.125763,0.069413,3712.124268,2634.657471,71.895355,-0.007529,30
176,19,15.437025,30.213911,0.000019,0.000026,0.069517,2628.5,3725.671875,2639.41748,72.693871,0.069403,3719.55127,2635.081299,72.455223,-0.003791,30
177,20,15.437025,30.213911,0.000019,0.000026,0.06951,2628.5,3733.310791,2642.369629,73.129776,0.069393,3727.002686,2637.904785,72.882858,-0.001914,30
178,21,15.437025,30.213911,0.000019,0.000026,0.069503,2628.5,3739.349854,2644.508545,73.485619,0.069382,3732.839111,2639.904053,73.229942,-0.000294,30
179,22,15.437025,30.213911,0.000019,0.000026,0.069497,2628.5,3745.45166,2640.244873,74.199921,0.069373,3738.769531,2635.534424,73.935402,0.006137,30
180,23,15.437025,30.213911,0.000018,0.000026,0.06949,2628.5,3756.419678,2645.612793,74.764839,0.069363,3749.557861,2640.780273,74.491936,0.007886,30
181,24,15.437025,30.213911,0.000018,0.000026,0.069483,2628.5,3759.318115,2644.559082,75.049385,0.069353,3752.27832,2639.606934,74.768562,0.010162,30
182,25,15.437025,30.213911,0.000018,0.000026,0.069476,2628.5,3768.728027,2647.518311,75.624817,0.069343,3761.482422,2642.428223,75.33432,0.012831,30
183,26,15.437025,30.213911,0.000018,0.000026,0.069469,2628.5,3773.259766,2647.250977,75.993645,0.069332,3765.817139,2642.029541,75.694145,0.015327,30
184,27,15.437025,30.213911,0.000018,0.000026,0.069463,2628.5,3771.263672,2647.807373,75.807518,0.069323,3763.657715,2642.467285,75.502045,0.013913,30
185,28,15.437025,30.213911,0.000018,0.000026,0.069456,2628.5,3775.802734,2641.900391,76.478943,0.069312,3768.005615,2636.444824,76.163406,0.020435,30
186,29,15.437025,30.213911,0.000018,0.000026,0.069449,2628.5,3778.714844,2644.051758,76.590881,0.069302,3770.740967,2638.472412,76.267967,0.020354,30
187,30,15.437025,30.213911,0.000018,0.000026,0.069442,2628.5,3783.283447,2648.631836,76.702202,0.069292,3775.125732,2642.920654,76.37178,0.019371,30
188,31,15.437025,30.213911,0.000018,0.000026,0.069435,2628.5,3782.918213,2644.341553,76.902664,0.069282,3774.578125,2638.511719,76.563942,0.022232,30
189,32,15.437025,30.213911,0.000018,0.000026,0.069429,2628.5,3782.555176,2643.282471,76.930679,0.069273,3774.060303,2637.346191,76.585526,0.022801,30
190,33,15.437025,30.213911,0.000018,0.000026,0.069422,2628.5,3787.124268,2642.210693,77.3424,0.069263,3778.443848,2636.154297,76.988274,0.025795,30
191,34,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069252,3782.831055,2637.366211,77.264381,nan,30
192,35,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069242,3782.300293,2634.588379,77.368805,nan,30
193,36,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069233,3786.728516,2643.064453,77.266609,nan,30
194,37,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069223,3789.500732,2640.265625,77.628998,nan,30
195,38,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069213,3779.023926,2635.060303,77.09066,nan,30
196,39,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069203,3785.088623,2631.471924,77.746269,nan,30
197,40,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069193,3781.231201,2631.891113,77.426903,nan,30
198,41,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069183,3787.312988,2633.117188,77.83255,nan,30
199,42,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069172,3775.161865,2627.914307,77.165665,nan,30
200,43,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069163,3771.352295,2628.35376,76.848969,nan,30
201,44,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069153,3772.448975,2629.570313,76.870033,nan,30
202,45,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069143,3771.907715,2626.79541,76.973076,nan,30
203,46,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069132,3769.70166,2622.419678,77.030426,nan,30
204,47,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069123,3764.24292,2622.845703,76.588348,nan,30
205,48,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069113,3763.693604,2616.901855,76.854164,nan,30
206,49,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069103,3761.530029,2618.123291,76.625031,nan,30
207,50,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069093,3760.966309,2612.979248,76.847023,nan,30
208,51,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069083,3758.794922,2611.817383,76.740524,nan,30
209,52,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069073,3754.975586,2609.067139,76.589592,nan,30
210,53,15.437025,30.213911,0.000018,0.000026,0,2628.5,0,0,nan,0.069063,3761.000977,2609.496582,77.027878,nan,30
211,54,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069053,3752.271729,2603.601563,76.662506,nan,30
212,55,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069043,3748.450684,2599.292236,76.590637,nan,30
213,56,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069033,3749.538086,2595.789551,76.850128,nan,30
214,57,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069023,3745.764893,2589.977051,76.855972,nan,30
215,58,15.437025,30.213911,0.000018,0.000027,0,2628.5,0,0,nan,0.069013,3741.943115,2584.150879,76.857735,nan,30
